Title,Total Price (PLN),Price per SQM (PLN),Rooms,Area (SQM),URL
Praga Płd I 2 pokoje | Balkon | Umeblowane | 0% PROWIZJI,937260,20500,2,45.72,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4BN5e
Praga Płd I 3 pokoje | Balkon | Umeblowane | 0% PROWIZJI,1368000,20026,3,68.31,https://www.otodom.pl/pl/oferta/praga-pld-i-3-pokoje-balkon-umeblowane-0-prowizji-ID4BmvW
Praga Płd I 3 pokoje | Balkon | Umeblowane | 0% PROWIZJI,930000,20993,3,44.3,https://www.otodom.pl/pl/oferta/praga-pld-i-3-pokoje-balkon-umeblowane-0-prowizji-ID4Bmvv
Praga Płd I 2 pokoje | Balkon | Umeblowane | 0% PROWIZJI,941000,20600,2,45.68,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4Bmsl
Praga Płd I 2 pokoje | Balkon | Umeblowane | 0% PROWIZJI,940000,20687,2,45.44,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4Bmtr
Praga Płd I 2 pokoje| Balkon | Umeblowane | 0% PROWIZJI,837500,20890,2,40.09,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4BmlR
Praga Płd I 2 pokoje| Balkon | Umeblowane | 0% PROWIZJI,930000,21379,2,43.5,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4Bmk9
Praga Płd I 2 pokoje | Balkon | Umeblowane | 0% PROWIZJI,815000,20903,2,38.99,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4Bmh1
Praga Płd I 3 pokoje | Balkon | Umeblowane | 0% PROWIZJI,1070000,18706,3,57.2,https://www.otodom.pl/pl/oferta/praga-pld-i-3-pokoje-balkon-umeblowane-0-prowizji-ID4BmmV
Praga Płd I 2 pokoje| Balkon | Umeblowane | 0% PROWIZJI,910000,20313,2,44.8,https://www.otodom.pl/pl/oferta/praga-pld-i-2-pokoje-balkon-umeblowane-0-prowizji-ID4BmiU
OSTATNIA szansa na RABAT blisko METRA_Dni otwarte do sob_GOTOWE 5pok!,2735297,19207,5,142.41,https://www.otodom.pl/hpr/pl/oferta/ostatnia-szansa-na-rabat-blisko-metra-dni-otwarte-do-sob-gotowe-5pok-ID4ByVR
SASKA KĘPA | Jasne 2 pokoje | Balkon | Duża kuchnia | Bez prowizji,795000,15288,2,52,https://www.otodom.pl/pl/oferta/saska-kepa-jasne-2-pokoje-balkon-duza-kuchnia-bez-prowizji-ID4BHr3
Bezpośrednio sprzedam mieszkanie 37m2 T.Korsaka,470000,12703,2,37,https://www.otodom.pl/pl/oferta/bezposrednio-sprzedam-mieszkanie-37m2-t-korsaka-ID4BhW9
PORT PRASKI | 2 POKOJE | TUŻ PRZY NOWEJ KŁADCE | PRESTIŻ I INWESTYCJA,998000,25808,2,38.67,https://www.otodom.pl/pl/oferta/port-praski-2-pokoje-tuz-przy-nowej-kladce-prestiz-i-inwestycja-ID4zDFH
Praga Płd | 3 pokoje |Balkon | Wykończone| Dostępne od już|0% Prowizji,1224550,19000,3,64.45,https://www.otodom.pl/pl/oferta/praga-pld-3-pokoje-balkon-wykonczone-dostepne-od-juz-0-prowizji-ID4Bmau
3 pokoje| Balkon | Umeblowane | 0% PROWIZJI,1140000,17905,3,63.67,https://www.otodom.pl/pl/oferta/3-pokoje-balkon-umeblowane-0-prowizji-ID4zvCR
Zaraz GOTOWE 3/4 pokoje +GARAŻ/KOMÓRKA + Umów Dni Otwarte z RABATAMI,783140,12431,4,63,https://www.otodom.pl/pl/oferta/zaraz-gotowe-3-4-pokoje-garaz-komorka-umow-dni-otwarte-z-rabatami-ID4BN5k
2-pokojowe mieszkanie 51m2 + balkon,879070,17000,2,51.71,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-balkon-ID4zH6v
"Apartament premium 33,48 m² | balkon | klima | parking",780000,23297,2,33.48,https://www.otodom.pl/pl/oferta/apartament-premium-33-48-m-balkon-klima-parking-ID4Bngj
3-pokojowe mieszkanie 56m2 + 2 balkony,744143,13213,3,56.32,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-2-balkony-ID4zqe6
3-pokojowe mieszkanie 61m2 + loggia Bez Prowizji,820220,13385,3,61.28,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-loggia-bez-prowizji-ID4umLT
2pokoje | 34m2 |Metro Arsenał| Wys Standart,799000,23500,2,34,https://www.otodom.pl/pl/oferta/2pokoje-34m2-metro-arsenal-wys-standart-ID4Bd7v
Prestiżowy Żoliborz ~29m2 w zabytkowej Kolonii XI,745000,25868,1,28.8,https://www.otodom.pl/pl/oferta/prestizowy-zoliborz-29m2-w-zabytkowej-kolonii-xi-ID4BG9Z
Zaraz GOTOWE 2 pokoje Z GARAŻEM W CENIE! + 15min CENTRUM_ DNI OTWARTE,566000,16125,2,35.1,https://www.otodom.pl/pl/oferta/zaraz-gotowe-2-pokoje-z-garazem-w-cenie-15min-centrum-dni-otwarte-ID4BN4L
Vista Wawer,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/vista-wawer-ID4ui3m
3-pokojowe mieszkanie 61m2 + balkon Bez Prowizji,883685,14381,3,61.45,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-bez-prowizji-ID4ujjq
1-pokojowe mieszkanie 41m2 + balkon Bez Prowizji,673432,16314,1,41.28,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-41m2-balkon-bez-prowizji-ID4ujii
2-pokojowe mieszkanie 47m2 + balkon Bezpośrednio,739843,15595,2,47.44,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-balkon-bezposrednio-ID4ujiK
Conrada 30,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/conrada-30-ID4z2Ik
2-pokojowe mieszkanie 45m2 + loggia,945302,20559,2,45.98,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-ID4z2IO
3-pokojowe mieszkanie 72m2 + loggia Bez Prowizji,1612800,22400,3,72,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-loggia-bez-prowizji-ID4z2IY
1-pokojowe mieszkanie 36m2 + loggia Bez Prowizji,729828,19800,1,36.86,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-loggia-bez-prowizji-ID4z2J6
Mokotów-M3-winda-wykończone-po remoncie-ciche,575000,18548,2,31,https://www.otodom.pl/pl/oferta/mokotow-m3-winda-wykonczone-po-remoncie-ciche-ID4zsb2
***BEZ prowizji i PCC_Rabat 5%_Ogrzewanie podłogowe_WŁASNOŚĆ gruntu !,13728,N/A,2,37.68,https://www.otodom.pl/pl/oferta/bez-prowizji-i-pcc-rabat-5-ogrzewanie-podlogowe-wlasnosc-gruntu-ID4BN47
"Gotowe do wprowadzenia, bez dodatkowych nakładów!",777000,16221,2,47.9,https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-bez-dodatkowych-nakladow-ID4zdg8
"Idealne pod wynajem, metro, centru, Norblin",1450000,18170,3,79.8,https://www.otodom.pl/pl/oferta/idealne-pod-wynajem-metro-centru-norblin-ID4yOEb
"Rozkładowe, metro, blisko centrum!",1299000,19047,3,68.2,https://www.otodom.pl/pl/oferta/rozkladowe-metro-blisko-centrum-ID4ADo9
"Nowoczesne 2-pokojowe mieszkanie 59,4 m² z garażem",950000,15993,2,59.4,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-59-4-m-z-garazem-ID4BN3X
"Mieszkanie, 39,08 m², Warszawa",1000000,25589,1,39.08,https://www.otodom.pl/pl/oferta/mieszkanie-39-08-m-warszawa-ID4BN3U
Zaraz Gotowe NAJTAŃSZE 2 pokoje + Idealne pod INWESTYCJĘ_ DNI OTWARTE,484780,15245,2,31.8,https://www.otodom.pl/pl/oferta/zaraz-gotowe-najtansze-2-pokoje-idealne-pod-inwestycje-dni-otwarte-ID4BN3L
Kawalerka przy Jeziorku Czerniakowskim,681720,19000,1,35.88,https://www.otodom.pl/pl/oferta/kawalerka-przy-jeziorku-czerniakowskim-ID4wxJD
Mieszkanie 2-pokojowe z ogródkiem,751950,15000,2,50.13,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-ogrodkiem-ID4BjXH
Designerski apartament z tarasem | Mokotów| 2 miejsca postojowe,2800000,28343,3,98.79,https://www.otodom.pl/pl/oferta/designerski-apartament-z-tarasem-mokotow-2-miejsca-postojowe-ID4Bcjd
"Tylko jeden Lokal w takiej cenie PROMOCJA -223,9m2",3190000,14241,6,224,https://www.otodom.pl/pl/oferta/tylko-jeden-lokal-w-takiej-cenie-promocja-223-9m2-ID4q7Hp
***TYLKO teraz 5% rabatu_Własność GRUNTU_OZE_BEZ prowizji i PCC !,13728,N/A,2,37.68,https://www.otodom.pl/pl/oferta/tylko-teraz-5-rabatu-wlasnosc-gruntu-oze-bez-prowizji-i-pcc-ID4BN34
"6min do Metra,  2 min spacerem do stacji  PKP 2-pok w Promocji",578112,14946,2,38.68,https://www.otodom.pl/pl/oferta/6min-do-metra-2-min-spacerem-do-stacji-pkp-2-pok-w-promocji-ID4BN2W
ReVola,N/A,N/A,N/A,N/A,https://www.otodom.pl/pl/oferta/revola-ID4AYzv
4-pokojowy apartament 79m2 + ogródek Bez Prowizji,1987051,24916,4,79.75,https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-79m2-ogrodek-bez-prowizji-ID4AYB2
3-pokojowy apartament 59m2 + loggia Bez Prowizji,1463700,24600,3,59.5,https://www.otodom.pl/pl/oferta/3-pokojowy-apartament-59m2-loggia-bez-prowizji-ID4AYzH
2-pokojowy apartament 42m2 + loggia Bezpośrednio,1231001,28755,2,42.81,https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-42m2-loggia-bezposrednio-ID4AYzz
1-pokojowy apartament 29m2 + balkon,874701,29671,1,29.48,https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-29m2-balkon-ID4AYzN
4 pokoje | osobna kuchnia | Panorama Warszawy | Go,849000,11961,4,70.98,https://www.otodom.pl/pl/oferta/4-pokoje-osobna-kuchnia-panorama-warszawy-go-ID4BN2R
Unikalny apartament w Śródmieściu Południowym - Plac Konstytucji 6,2449000,36772,3,66.6,https://www.otodom.pl/pl/oferta/unikalny-apartament-w-srodmiesciu-poludniowym-plac-konstytucji-6-ID4Bgfi
Praga Płd | 3 pokoje |Balkon | Wykończone| Dostępne od już|0% Prowizji,1224550,19000,3,64.45,https://www.otodom.pl/hpr/pl/oferta/praga-pld-3-pokoje-balkon-wykonczone-dostepne-od-juz-0-prowizji-ID4Bmau
